loss,mae,val_loss,val_mae,learning_rate
0.03115161694586277,0.08915431797504425,0.0017868969589471817,0.034834135323762894,9.999999747378752e-05
0.002613519784063101,0.03848503902554512,0.0012795833172276616,0.028479503467679024,9.999999747378752e-05
0.002386425854638219,0.03676885738968849,0.0010490308050066233,0.02589578926563263,9.999999747378752e-05
0.00230989046394825,0.03604771941900253,0.0008897132356651127,0.023969052359461784,9.999999747378752e-05
0.00230008433572948,0.03598582744598389,0.0007816439028829336,0.02259194664657116,9.999999747378752e-05
0.002259061438962817,0.03553837910294533,0.0006592130521312356,0.020716097205877304,9.999999747378752e-05
0.002153604058548808,0.03446871414780617,0.0005405079573392868,0.018544072285294533,9.999999747378752e-05
0.002040244871750474,0.03358720615506172,0.0004860071639996022,0.017691386863589287,9.999999747378752e-05
0.0020680888555943966,0.033845189958810806,0.0004199574759695679,0.016361283138394356,9.999999747378752e-05
0.0020234803669154644,0.033367302268743515,0.00037316547241061926,0.015382004901766777,9.999999747378752e-05
0.001997983083128929,0.03326727822422981,0.0002939682744909078,0.013535192236304283,9.999999747378752e-05
0.0019472645362839103,0.032860998064279556,0.00027879103436134756,0.013195901177823544,9.999999747378752e-05
0.0019461188931018114,0.03284193202853203,0.0002632227260619402,0.012846614234149456,9.999999747378752e-05
0.0019355652621015906,0.03283308073878288,0.00024670216953381896,0.012451880611479282,9.999999747378752e-05
0.001944393035955727,0.0328434556722641,0.00022857938893139362,0.011997954919934273,9.999999747378752e-05
0.001904061296954751,0.032372888177633286,0.0002006043796427548,0.011278272606432438,9.999999747378752e-05
0.0021453259978443384,0.03372698649764061,0.0001581607066327706,0.009949157014489174,4.999999873689376e-05
0.0014418927021324635,0.028264150023460388,0.0001409524993505329,0.0093601169064641,4.999999873689376e-05
0.0012533930130302906,0.02633649669587612,0.0001372537954011932,0.009166151285171509,4.999999873689376e-05
0.0011091609485447407,0.024701673537492752,0.00014476149226538837,0.009271700866520405,4.999999873689376e-05
0.0010201315162703395,0.023791225627064705,0.00015126036305446178,0.009394985623657703,4.999999873689376e-05
0.0009716605418361723,0.023297954350709915,0.00015853143122512847,0.009554706513881683,4.999999873689376e-05
0.0009810497285798192,0.023511916399002075,0.0001443526998627931,0.009073036722838879,2.499999936844688e-05
0.0008230797830037773,0.021556934341788292,0.00015288848953787237,0.009338147938251495,2.499999936844688e-05
0.000754302367568016,0.020751435309648514,0.00016584456898272038,0.009706215932965279,2.499999936844688e-05
0.0007562305545434356,0.020753812044858932,0.00018405658192932606,0.010180072858929634,2.499999936844688e-05
0.0007294665556401014,0.02027975581586361,0.0001992787147173658,0.010540761053562164,2.499999936844688e-05
0.0007114186300896108,0.020047612488269806,0.00019458150200080127,0.010421414859592915,1.249999968422344e-05
0.0006825958844274282,0.019626284018158913,0.0002007621224038303,0.010559488087892532,1.249999968422344e-05
0.0006792405038140714,0.019612513482570648,0.00020653345563914627,0.010691185481846333,1.249999968422344e-05
0.0006641502259299159,0.019506733864545822,0.00021368698799051344,0.010863043367862701,1.249999968422344e-05
0.0006504214252345264,0.019353214651346207,0.00022356252884492278,0.011104308068752289,1.249999968422344e-05
0.0006482804892584682,0.019243402406573296,0.00022259065008256584,0.011105380952358246,6.24999984211172e-06
0.0006619326886720955,0.01945609599351883,0.00022156401246320456,0.011051458306610584,6.24999984211172e-06
0.0006521246978081763,0.01931134983897209,0.00022609774896409363,0.011145899072289467,6.24999984211172e-06
0.000634753261692822,0.019023088738322258,0.000229073382797651,0.0112162996083498,6.24999984211172e-06
0.0006324191926978528,0.019081061705946922,0.0002344919485040009,0.01134847104549408,6.24999984211172e-06
0.0006312638870440423,0.019017495214939117,0.00023410929134115577,0.011344979517161846,3.12499992105586e-06
0.000627004774287343,0.019037647172808647,0.00023381640494335443,0.011321316473186016,3.12499992105586e-06
0.0006322797271423042,0.019033392891287804,0.0002352119772695005,0.01135704293847084,3.12499992105586e-06
0.000635505304671824,0.019000988453626633,0.0002352012525079772,0.011347074061632156,3.12499992105586e-06
0.0006261602393351495,0.018854636698961258,0.00023681811580900103,0.011378785595297813,3.12499992105586e-06
0.0006271422025747597,0.01901765912771225,0.0002387828571954742,0.011419352144002914,1.56249996052793e-06
0.0006207441329024732,0.018876107409596443,0.00024143145128618926,0.011490832082927227,1.56249996052793e-06
0.0006071581155993044,0.01873164065182209,0.00024479429703205824,0.011578286997973919,1.56249996052793e-06
0.0006190432468429208,0.018851719796657562,0.0002431308093946427,0.011517336592078209,1.56249996052793e-06
0.0006235397886484861,0.018981024622917175,0.00024452220532111824,0.011548671871423721,1.56249996052793e-06
0.0006133728893473744,0.018694568425416946,0.00024614963331259787,0.011592956259846687,7.81249980263965e-07
0.0006160507909953594,0.01877410337328911,0.000246928510023281,0.01160792913287878,7.81249980263965e-07
0.0006051689269952476,0.01863577775657177,0.00024741116794757545,0.011617575772106647,7.81249980263965e-07
0.0006102704210206866,0.01871858909726143,0.0002483353018760681,0.011644808575510979,7.81249980263965e-07
0.0006193799199536443,0.018862120807170868,0.00024782904074527323,0.011629690416157246,7.81249980263965e-07
0.000612883479334414,0.01876358687877655,0.0002466492878738791,0.011586323380470276,3.906249901319825e-07
0.0005918621900491416,0.01842067949473858,0.0002471675688866526,0.01160052977502346,3.906249901319825e-07
0.0006010520737618208,0.018610147759318352,0.0002473698987159878,0.011604526080191135,3.906249901319825e-07
0.0006063006585463881,0.018573878332972527,0.0002482666459400207,0.011629595421254635,3.906249901319825e-07
0.000616952427662909,0.01882179081439972,0.00024894316447898746,0.011647181585431099,3.906249901319825e-07
0.0006140139885246754,0.018858566880226135,0.00024884031154215336,0.011640622280538082,1.9531249506599124e-07
0.0006090154056437314,0.01867401972413063,0.0002486529410816729,0.011632195673882961,1.9531249506599124e-07
0.0006031126831658185,0.018539611250162125,0.0002492557396180928,0.01165089476853609,1.9531249506599124e-07
0.0006125594954937696,0.018689783290028572,0.0002490860060788691,0.011644437909126282,1.9531249506599124e-07
0.0006171490531414747,0.018859870731830597,0.0002489091129973531,0.011637028306722641,1.9531249506599124e-07
0.0006056358106434345,0.01868114434182644,0.0002489266043994576,0.011636334471404552,9.765624753299562e-08
0.0006168631371110678,0.01879769004881382,0.0002492348721716553,0.011645592749118805,9.765624753299562e-08
0.0006053844117559493,0.018625933676958084,0.0002497209934517741,0.011659074574708939,9.765624753299562e-08
0.0006082390318624675,0.018664194270968437,0.00024969156947918236,0.011655975133180618,9.765624753299562e-08
0.0006049060611985624,0.018467629328370094,0.0002498628164175898,0.011660228483378887,9.765624753299562e-08
0.0005963490693829954,0.01858571730554104,0.0002498584217391908,0.011659789830446243,4.882812376649781e-08
0.0006095586577430367,0.018710846081376076,0.0002499232941772789,0.01166139543056488,4.882812376649781e-08
0.0006019328720867634,0.0185445137321949,0.0002498583635315299,0.011658460833132267,4.882812376649781e-08
0.0006153155700303614,0.018846413120627403,0.00024975143605843186,0.011654102243483067,4.882812376649781e-08
0.0006043550092726946,0.018603462725877762,0.0002497581299394369,0.011654242873191833,4.882812376649781e-08
0.0006088263471610844,0.018712341785430908,0.000249724427703768,0.011653014458715916,2.4414061883248905e-08
0.0006158147589303553,0.018847420811653137,0.0002497842360753566,0.011654789559543133,2.4414061883248905e-08
0.000605588429607451,0.018569594249129295,0.000249858305323869,0.01165677048265934,2.4414061883248905e-08
0.0006051905220374465,0.01863853447139263,0.00024987978395074606,0.011657466180622578,2.4414061883248905e-08
0.0006149144610390067,0.018851429224014282,0.0002499269030522555,0.01165864896029234,2.4414061883248905e-08
0.0006008076597936451,0.018672896549105644,0.00024993758415803313,0.011658958159387112,1.2207030941624453e-08
0.0006098815938457847,0.01875842735171318,0.0002499262918718159,0.011658462695777416,1.2207030941624453e-08
0.0006027081399224699,0.018563441932201385,0.0002499275142326951,0.011658402159810066,1.2207030941624453e-08
0.0005996957188472152,0.018488137051463127,0.00024993729311972857,0.011658689007163048,1.2207030941624453e-08
0.000596470432356,0.018575724214315414,0.00024993630358949304,0.01165859866887331,1.2207030941624453e-08
0.0006131840636953712,0.01877250336110592,0.0002499445981811732,0.011658880859613419,6.103515470812226e-09
0.0006120416219346225,0.018813326954841614,0.0002499583933968097,0.011659312061965466,6.103515470812226e-09
0.0005974662490189075,0.01856643706560135,0.0002499617694411427,0.011659419164061546,6.103515470812226e-09
0.000602686544880271,0.018558161333203316,0.00024998217122629285,0.011660086922347546,6.103515470812226e-09
0.0006044637993909419,0.01855916529893875,0.0002499863621778786,0.01166018471121788,6.103515470812226e-09
0.0006079081213101745,0.01866108551621437,0.00024999002926051617,0.011660296469926834,3.051757735406113e-09
0.0005994820385240018,0.01861456036567688,0.0002499889233149588,0.011660280637443066,3.051757735406113e-09
0.0006062884349375963,0.01866030879318714,0.0002499855181667954,0.011660188436508179,3.051757735406113e-09
0.0006004800088703632,0.018543913960456848,0.0002499842958059162,0.011660164222121239,3.051757735406113e-09
0.0006013580714352429,0.01863792911171913,0.00024998103617690504,0.011660073883831501,3.051757735406113e-09
0.0005943339201621711,0.018437327817082405,0.0002499790280126035,0.011660014279186726,1.5258788677030566e-09
0.0006064005428925157,0.0186312273144722,0.00024997879518195987,0.011660009622573853,1.5258788677030566e-09
0.0006124483188614249,0.01883636601269245,0.00024998022126965225,0.011660054326057434,1.5258788677030566e-09
0.0006117139710113406,0.01869053952395916,0.0002499792317394167,0.011660025455057621,1.5258788677030566e-09
0.000611081428360194,0.018730422481894493,0.0002499781840015203,0.011659991927444935,1.5258788677030566e-09
0.0006148567772470415,0.01880749873816967,0.00024997841683216393,0.011660000309348106,7.629394338515283e-10
0.0006055486155673862,0.018596740439534187,0.00024997867876663804,0.011660008691251278,7.629394338515283e-10
0.000603779568336904,0.018599605187773705,0.0002499787660781294,0.011660014279186726,7.629394338515283e-10
0.0005985488533042371,0.018605202436447144,0.0002499791153240949,0.011660024523735046,7.629394338515283e-10
0.0005983941373415291,0.018527744337916374,0.00024997934815473855,0.011660034768283367,7.629394338515283e-10
0.0006025487673468888,0.018577896058559418,0.0002499795227777213,0.01166004128754139,3.8146971692576415e-10
0.0005951119237579405,0.018586549907922745,0.0002499794354662299,0.01166003942489624,3.8146971692576415e-10
0.0006109590758569539,0.01866989955306053,0.00024997949367389083,0.01166004128754139,3.8146971692576415e-10
0.0006024670437909663,0.01861606352031231,0.0002499797265045345,0.011660047806799412,3.8146971692576415e-10
0.0005901834229007363,0.01852557435631752,0.00024997981381602585,0.011660047806799412,3.8146971692576415e-10
0.0005970078054815531,0.018546752631664276,0.0002499798429198563,0.011660048738121986,1.9073485846288207e-10
0.0006108457455411553,0.018749743700027466,0.0002499797265045345,0.011660046875476837,1.9073485846288207e-10
0.0006157018942758441,0.018664328381419182,0.00024997975560836494,0.011660047806799412,1.9073485846288207e-10
0.0006071788957342505,0.01864897459745407,0.0002499797847121954,0.011660048738121986,1.9073485846288207e-10
0.0006055980338715017,0.018668081611394882,0.00024997981381602585,0.011660048738121986,1.9073485846288207e-10
