epoch,loss
1,0.019238763066858913
2,0.004325320648630737
3,0.0037353532429601154
4,0.0035061980347607952
5,0.0031798187711033674
6,0.0030125172009329354
7,0.0029674645517040067
8,0.002945492137389487
9,0.003049316428392929
10,0.0033386576550786503
11,0.0038630067732351695
12,0.004332215793978834
13,0.00471833093915936
14,0.004600824840716227
15,0.004383844408418987
16,0.003293955341478156
17,0.0029417572966372726
18,0.0023778497781491857
19,0.002119750589849238
20,0.002073303700977633
21,0.0019047713208458588
22,0.0017912933581719346
23,0.001754079314363904
24,0.0017983757004083035
25,0.0018663270875505491
26,0.001841368334972129
27,0.0018519196668757042
28,0.0018223562192537588
29,0.0019060822119746324
30,0.0018931929795780005
31,0.001981032212736784
32,0.0019688444156697
33,0.001856625360263916
34,0.0017583595357773976
35,0.0016153392753834657
36,0.0015528018277939392
37,0.0015816590521265347
38,0.001449880749603535
39,0.0016001872722396018
40,0.0014786841669933671
41,0.0014383541686239696
42,0.001423132258719527
43,0.0014037079007924423
44,0.0013864600846009302
45,0.0013968865989350818
46,0.0013771295830029152
47,0.0013501368989327779
48,0.001310468946533909
49,0.001169452616620034
50,0.001329797187263996
51,0.0012535028233985022
52,0.0012824838761852978
53,0.0013213537709039548
54,0.001395314615656742
55,0.0014217268938241919
56,0.0013412343678989326
57,0.001331369850129139
58,0.0012834132984369593
59,0.0012691542001139345
60,0.0012007546227464753
61,0.0011324677882407078
62,0.0010597311512771112
63,0.0010317381467527932
64,0.0009709427936904478
65,0.0009760755778965512
66,0.0009380711004993024
67,0.0009197017851283375
68,0.0008679370504042594
69,0.000937558141346211
70,0.0009033644449657215
71,0.0009189041701512941
72,0.0009124082119439477
73,0.000845615013531642
74,0.0009069847770678659
75,0.0008674189561734414
76,0.0009591698048080237
77,0.0007023683383522439
78,0.0007785417184687036
79,0.0007301174782917513
80,0.0008298381500794367
81,0.0007739283915919798
82,0.0007661622441128644
83,0.0008349994867900217
84,0.0007986601460500432
85,0.0007631585469196191
86,0.0007657434463237346
87,0.0006562235337837901
88,0.0005367228290797533
89,0.0004033324507298796
90,0.00034816742862355205
91,0.00032478220598102214
92,0.00037935119340121653
93,0.00025120453418936645
94,0.00026613692405819556
95,0.0003027976335678193
96,0.00034265079788718987
97,0.00042925764302302377
98,0.00043024942711004433
99,0.00039925404293242236
100,0.00048517285989149863
101,0.0007730896039134077
102,0.0004533711636186921
103,0.00036108054617887194
104,0.0003721358208406069
105,0.00045816868457655555
106,0.0005666456590562712
107,0.0005737415007370676
108,0.0006510413673663827
109,0.0005758424307431888
110,0.0006047707632126386
111,0.0007992574426644901
112,0.0010813266796936413
113,0.0011996338384210282
114,0.001089152274364573
115,0.0009733797532073403
116,0.0007850957806987176
117,0.0006191991929546082
118,0.00047036390854205394
119,0.00035395283622756765
120,0.0002787340180016277
121,0.00023991250324877344
122,0.0002309107680030668
123,0.0002216268750504524
124,0.00021335513562555154
125,0.0002109715778450425
126,0.00022098744554648308
127,0.00023149013384999776
128,0.00024123655847450086
129,0.00025931258025010923
130,0.0003719234296510779
131,0.00044462349068479965
132,0.00047255885616782374
133,0.000919069599378806
134,0.0014823754121413375
135,0.001903858568095653
136,0.0018768396718230876
137,0.00101747438301334
138,0.00043682432453475415
139,0.0003336326722666006
140,0.00029266743872672697
141,0.0002736204250079062
142,0.0002648479147891636
143,0.00025530182992245773
144,0.00023985295001693885
145,0.0002197423425138712
146,0.00019243113255585026
147,0.0001711289907812827
148,0.00018437564250737884
149,0.0003009679965376139
150,0.000615350063760417
151,0.0006672328393779909
152,0.0010427429242554354
153,0.0006864512707906418
154,0.0007207195262840861
155,0.0005628972347446144
156,0.0003568115915327635
157,0.0002474860026330099
158,0.00020027352295374018
159,0.00019373872716368196
160,0.00017977192307352225
161,0.0001646188359709148
162,0.00015735226920740881
163,0.0001930424548854452
164,0.00029126164890752
165,0.0003306809280597344
166,0.0003374140883484534
167,0.00035673037549254464
168,0.0002811408520871022
169,0.0002505148189882375
170,0.0002582319277668998
171,0.00023175429010487418
172,0.00026175351670035615
173,0.00031335751835074
174,0.0003454130059412598
175,0.0003493689772617428
176,0.00036727897704887493
177,0.00026935381915394016
178,0.0002745216855331713
179,0.0003394552253296054
180,0.00021699946996837417
181,0.00015309415891696191
182,0.00016205383964863128
183,0.00020409174237446352
184,0.0003651576992798228
185,0.00035224775648794534
186,0.0003352940813642508
187,0.0005293527138720377
188,0.0004600946258152954
189,0.0003001395026569422
190,0.00031677982031714705
191,0.00020356046587445784
192,0.0001783799036619385
193,0.0001946498081831556
194,0.00029971097275353084
195,0.00036499468514043613
196,0.00033536667207459967
197,0.00027381837026924474
198,0.00024387322884243437
199,0.00021762372959078542
200,0.00020076524612077883
