Date,Open,High,Low,Close,Volume,SMA_20,EMA_20,SMA_50,Volatility_20,Returns,ECB_Rate,Dividend_Flag,World_Event
2000-01-03,0.7374654928650619,0.7265459124154868,0.7231629669060249,0.7277679486154449,0.009272373812266616,0.0,0.7418952534341429,0.0,0.0,0.46136905098314246,0.0,0.0,0.0
2000-01-04,0.7179629597047334,0.7087603192073445,0.705059221226623,0.7074633302432505,0.009286788286130304,0.0,0.739896226633331,0.0,0.0,0.4063244448609972,0.0,0.0,0.0
2000-01-05,0.6924595962479891,0.6894925796224469,0.6854468162210797,0.6871587947345354,0.009837506350745148,0.0,0.7360885646946072,0.0,0.0,0.4049869559604007,0.0,0.0,0.0
2000-01-06,0.6879590561771884,0.6746712791678146,0.6922357416301422,0.6871587947345354,0.0,0.0,0.7326435372262383,0.0,0.0,0.46136905098314246,0.0,0.0,0.0
2000-01-07,0.6939598038220931,0.7124656443210026,0.6975160077130633,0.723255783578242,0.010121679966623937,0.0,0.7330804221582506,0.0,0.0,0.5641006075644335,0.0,0.0,0.0
2000-01-10,0.7314646625686465,0.7176531158114158,0.7133567228446801,0.7157355913797163,0.0071120714708064,0.0,0.7327353223307077,0.0,0.0,0.4408742017002551,0.0,0.0,0.0
2000-01-11,0.7149625445565255,0.702831815356783,0.6779034364732273,0.6871587947345354,0.016119388025227697,0.0,0.7296096512779483,0.0,0.0,0.3827943227202113,0.0,0.0,0.0
2000-01-12,0.6789577280810544,0.6672605472840398,0.6711145941813114,0.6796385196725305,0.012703087101681203,0.0,0.7260412783537412,0.0,0.0,0.4399664468383948,0.0,0.0,0.0
2000-01-13,0.6849586410289807,0.6724480187744529,0.6673429043073852,0.6728702306849865,0.011639876310533879,0.0,0.7221464000449364,0.0,0.0,0.44192723553975155,0.0,0.0,0.0
2000-01-14,0.6774576031584614,0.6872694008855439,0.6756404890425888,0.6939269179951209,0.01659594575088941,0.0,0.7206955318901741,0.0,0.0,0.5223652387307067,0.0,0.0,0.0
2000-01-17,0.7074615893375171,0.6954210834730085,0.6703602229596677,0.6721182446105256,0.03332676105980731,0.0,0.7172357378883308,0.0,0.0,0.3998129217782952,0.0,0.0,0.0
2000-01-18,0.6699565652879418,0.6568855226467551,0.6318897010530786,0.6315090907296161,0.021178121066944642,0.0,0.710107402633576,0.0,0.0,0.3436234893415085,0.0,0.0,0.0
2000-01-19,0.6257008137836768,0.6205732222138638,0.6190662214565978,0.6315090907296161,0.02178288708456154,0.0,0.7036579564507026,0.0,0.0,0.46136905098314246,0.0,0.0,0.0
2000-01-20,0.6399526617603972,0.6479927260426841,0.640941657009926,0.6473015440646075,0.012405459203931254,0.0,0.6993775391411267,0.0,0.0,0.50960717810567,0.0,0.0,0.0
2000-01-21,0.6534544472758212,0.6472516936825359,0.6235921994350215,0.6232368295931503,0.019240874171142855,0.0,0.6931355654867312,0.0,0.0,0.38936046813828484,0.0,0.0,0.0
2000-01-24,0.6324517065413888,0.6346535719648065,0.6288724655179426,0.6315090907296161,0.010428782250565807,0.0,0.6883024847464143,0.0,0.0,0.48691493679512954,0.0,0.0,0.0
2000-01-25,0.6249507513223802,0.6213143362304705,0.6243464875395189,0.6315090907296161,0.016700212482899164,0.0,0.6839296974099374,0.0,0.0,0.46136905098314246,0.0,0.0,0.0
2000-01-26,0.6422030144473085,0.6413231081755161,0.6364156790315023,0.6510616401638705,0.023865562488316238,0.0,0.6818983502491638,0.0,0.0,0.5210924103100467,0.0,0.0,0.0
2000-01-27,0.6602053400335333,0.6479927260426841,0.6477304993018419,0.6533176812507322,0.05288617339098307,0.0,0.6802825760923751,0.0,0.0,0.4680871975373149,0.0,0.0,0.0
2000-01-28,0.6579549873466222,0.6450284332891744,0.6311354129485812,0.6292530496427544,0.013810398214628074,0.7215095010690126,0.6764514782104668,0.0,0.3036573112573064,0.3899151558091991,0.0,0.0,0.0
