Date,index,Open,High,Low,Close,Volume,SMA_20,EMA_20,SMA_50,Volatility_20,Returns,ECB_Rate,Dividend_Flag,World_Event
2000-01-03,0,9.953261375427246,9.98788070678711,9.736886024475098,9.849401473999023,8797337,0.0,9.849401473999023,0.0,0.0,0.0,0.0,0,0
2000-01-04,1,9.728231430053711,9.780160903930664,9.529166221618652,9.615715980529785,8811013,0.0,9.82714571271624,0.0,0.0,-0.02372585726007148,0.0,0,0
2000-01-05,2,9.433960914611816,9.555130958557129,9.304136276245117,9.382031440734863,9333517,0.0,9.784753877289441,0.0,0.0,-0.024302354631531742,0.0,0,0
2000-01-06,3,9.382031440734863,9.382031440734863,9.382031440734863,9.382031440734863,0,0.0,9.74639935952234,0.0,0.0,0.0,0.0,0,0
2000-01-07,4,9.451271057128906,9.82343578338623,9.44261646270752,9.797471046447754,9603132,0.0,9.751263329705711,0.0,0.0,0.04428034678173609,0.0,0,0
2000-01-10,5,9.884020805358887,9.884020805358887,9.624370574951172,9.710921287536621,6747710,0.0,9.747421230451513,0.0,0.0,-0.008833887694162934,0.0,0,0
2000-01-11,6,9.693611145019531,9.710921287536621,9.217584609985352,9.382031440734863,15293569,0.0,9.712622202859452,0.0,0.0,-0.03386803754900869,0.0,0,0
2000-01-12,7,9.278169631958008,9.295480728149414,9.139690399169922,9.295480728149414,12052290,0.0,9.672894443363257,0.0,0.0,-0.009225156953712954,0.0,0,0
2000-01-13,8,9.347411155700684,9.35606575012207,9.096414566040039,9.217584609985352,11043549,0.0,9.62953160208917,0.0,0.0,-0.008379998887865003,0.0,0,0
2000-01-14,9,9.260860443115234,9.529166221618652,9.191619873046875,9.459925651550293,15745712,0.0,9.613378654418801,0.0,0.0,0.02629116539949239,0.0,0,0
2000-01-17,10,9.607061386108398,9.624370574951172,9.131034851074219,9.208930015563965,31619384,0.0,9.574859736432627,0.0,0.0,-0.02653251676932522,0.0,0,0
2000-01-18,11,9.174309730529785,9.174309730529785,8.689629554748535,8.741559982299805,20093136,0.0,9.495497855086644,0.0,0.0,-0.05075182811404366,0.0,0,0
2000-01-19,12,8.663664817810059,8.750214576721191,8.542494773864746,8.741559982299805,20666919,0.0,9.423694248154563,0.0,0.0,0.0,0.0,0,0
2000-01-20,13,8.828109741210938,9.070449829101562,8.793490409851074,8.923315048217773,11769910,0.0,9.37603908625582,0.0,0.0,0.020792063005458106,0.0,0,0
2000-01-21,14,8.98390007019043,9.061795234680176,8.594425201416016,8.646354675292969,18255137,0.0,9.306545332830787,0.0,0.0,-0.031037834193708203,0.0,0,0
2000-01-24,15,8.741559982299805,8.914660453796387,8.655010223388672,8.741559982299805,9894501,0.0,9.252737204208788,0.0,0.0,0.011011034196744873,0.0,0,0
2000-01-25,16,8.655010223388672,8.758870124816895,8.603079795837402,8.741559982299805,15844637,0.0,9.204053659265076,0.0,0.0,0.0,0.0,0,0
2000-01-26,17,8.85407543182373,8.992554664611816,8.741559982299805,8.96658992767334,22642896,0.0,9.18143806578015,0.0,0.0,0.025742538612007815,0.0,0,0
2000-01-27,18,9.061795234680176,9.070449829101562,8.871384620666504,8.992554664611816,50176740,0.0,9.163449170430784,0.0,0.0,0.0028957203516515317,0.0,0,0
2000-01-28,19,9.035829544067383,9.035829544067383,8.680974960327148,8.715595245361328,13102872,9.175608730316162,9.120796415662264,0.0,0.3928999671849439,-0.030798747361570178,0.0,0,0
2000-01-31,20,8.741559982299805,8.845419883728027,8.611735343933105,8.715595245361328,49721466,9.118918418884277,9.082205828014557,0.0,0.3717934639413329,0.0,0.0,0,0
2000-02-01,21,9.780160903930664,9.780160903930664,8.680974960327148,8.81945514678955,11642759,9.079105377197266,9.057181953612176,0.0,0.3581785856443636,0.011916558594606608,0.0,0,0
2000-02-02,22,8.897350311279297,8.906004905700684,8.698285102844238,8.81945514678955,10673286,9.0509765625,9.034541305343355,0.0,0.35521494774474044,0.0,0.0,0,0
2000-02-03,23,8.845419883728027,9.035829544067383,8.741559982299805,8.940625190734863,11396777,9.02890625,9.02559691347588,0.0,0.34718519568054845,0.013738948940561269,0.0,0,0
2000-02-04,24,9.044485092163086,9.122380256652832,8.923315048217773,9.01852035522461,13899128,8.989958715438842,9.024922955547188,0.0,0.2964075655507517,0.008712496366637623,0.0,0,0
2000-02-07,25,9.122380256652832,9.295480728149414,9.061795234680176,9.295480728149414,12468731,8.969186687469483,9.050690362461685,0.0,0.25487030554923235,0.03071017883375471,0.0,0,0
2000-02-08,26,9.312790870666504,9.511856079101562,9.191619873046875,9.451271057128906,12234462,8.972648668289185,9.088840904810944,0.0,0.26116574927687436,0.016759792584768007,0.0,0,0
2000-02-09,27,9.52051067352295,9.52051067352295,9.139690399169922,9.278169631958008,10918965,8.971783113479614,9.106872212158283,0.0,0.2600658782912548,-0.018315147679563326,0.0,0,0
2000-02-10,28,9.200275421142578,9.278169631958008,8.96658992767334,9.087759971618652,9146146,8.96529188156128,9.105051998773556,0.0,0.25518213248782307,-0.02052233014618554,0.0,0,0
2000-02-11,29,9.087759971618652,9.096414566040039,8.525184631347656,8.594425201416016,17391741,8.922016859054565,9.056420875215695,0.0,0.2398097349598686,-0.054285629433802884,0.0,0,0
2000-02-14,30,8.93196964263916,9.364721298217773,8.611735343933105,9.009864807128906,26742175,8.912063598632812,9.051986963969334,0.0,0.23125313373593887,0.04833826532627716,0.0,0,0
2000-02-15,31,9.131034851074219,9.44261646270752,9.044485092163086,9.156999588012695,21321476,8.932835578918457,9.061988166259178,0.0,0.23377619501996802,0.016330409393864764,0.0,0,0
2000-02-16,32,9.37337589263916,9.641680717468262,9.226240158081055,9.615715980529785,33672600,8.976543378829955,9.114724148570664,0.0,0.2743323696178945,0.05009461757731093,0.0,0,0
2000-02-17,33,9.546476364135742,9.762850761413574,9.529166221618652,9.607061386108398,16808772,9.010730695724487,9.161613409288544,0.0,0.30790044366533387,-0.0009000468024337183,0.0,0,0
2000-02-18,34,9.615715980529785,9.650336265563965,9.364721298217773,9.364721298217773,18340717,9.046649026870728,9.180957017757994,0.0,0.30504425158864895,-0.02522520447730703,0.0,0,0
2000-02-21,35,9.304136276245117,9.589751243591309,9.260860443115234,9.529166221618652,8925338,9.08602933883667,9.214119799078055,0.0,0.3142840863578348,0.01756004457198057,0.0,0,0
2000-02-22,36,9.52051067352295,9.650336265563965,9.295480728149414,9.399340629577637,11592996,9.11891837120056,9.231759878173253,0.0,0.3107365028727359,-0.013624024287296255,0.0,0,0
2000-02-23,37,9.477235794067383,9.607061386108398,9.304136276245117,9.607061386108398,9405260,9.150941944122314,9.267502878928982,0.0,0.3267991314470485,0.022099503009510135,0.0,0,0
2000-02-24,38,9.52051067352295,9.598405838012695,9.304136276245117,9.347411155700684,11082867,9.168684768676759,9.275113191002477,0.0,0.3273798082623887,-0.02702701897826565,0.0,0,0
2000-02-25,39,9.37337589263916,9.555130958557129,9.304136276245117,9.40799617767334,9944867,9.203304815292359,9.28776871354256,0.0,0.31324970030521554,0.006481476096802163,0.0,0,0
2000-02-28,40,9.433960914611816,9.485891342163086,9.286826133728027,9.35606575012207,9537525,9.235328340530396,9.2942731932168,0.0,0.2928397509793355,-0.005519818096281659,0.0,0,0
2000-02-29,41,9.399340629577637,9.607061386108398,9.35606575012207,9.433960914611816,7498301,9.266053628921508,9.30757678573061,0.0,0.2788105180564106,0.008325632436767538,0.0,0,0
2000-03-01,42,9.477235794067383,9.494545936584473,9.321446418762207,9.416650772094727,9141201,9.295913410186767,9.317964784431956,0.0,0.2597942464360244,-0.001834875369292499,0.0,0,0
2000-03-02,43,9.468581199645996,9.589751243591309,9.44261646270752,9.563785552978516,14128833,9.32707142829895,9.341376286198296,0.0,0.25219846855548655,0.015624958856901516,0.0,0,0
2000-03-03,44,9.650336265563965,9.736886024475098,9.433960914611816,9.468581199645996,16796144,9.34957447052002,9.353491039859982,0.0,0.24313422714734698,-0.009954672530572362,0.0,0,0
2000-03-06,45,9.624370574951172,9.624370574951172,9.433960914611816,9.433960914611816,12355814,9.35649847984314,9.361154837455395,0.0,0.24348423667564212,-0.0036563329081947815,0.0,0,0
2000-03-07,46,9.451271057128906,9.563785552978516,9.364721298217773,9.399340629577637,10034784,9.353901958465576,9.364791579562276,0.0,0.24269600506374076,-0.003669750738585109,0.0,0,0
2000-03-08,47,9.35606575012207,9.563785552978516,9.347411155700684,9.477235794067383,9208349,9.363855266571045,9.375500552372285,0.0,0.2435072839594914,0.008287300945837295,0.0,0,0
2000-03-09,48,9.485891342163086,9.650336265563965,9.433960914611816,9.546476364135742,14804511,9.386791086196899,9.391783963016424,0.0,0.23766639228658779,0.0073059879033190445,0.0,0,0
2000-03-10,49,9.641680717468262,9.684955596923828,9.494545936584473,9.684955596923828,59945035,9.44131760597229,9.419705071007606,9.2471856880188,0.1580833423336227,0.014505795385229892,0.0,0,0
2000-03-13,50,9.676301002502441,9.676301002502441,9.676301002502441,9.676301002502441,0,9.474639415740967,9.444142778769018,9.243723678588868,0.13011641310640665,-0.0008936121941679476,0.0,0,0
2000-03-14,51,9.736886024475098,9.771506309509277,9.572441101074219,9.771506309509277,23476575,9.505364751815796,9.47532025788714,9.246839485168458,0.12355039567382793,0.009839018751299111,0.0,0,0
2000-03-15,52,9.633026123046875,9.909985542297363,9.607061386108398,9.849401473999023,33445529,9.517049026489257,9.510947040373985,9.25618688583374,0.14390836488452596,0.00797166394028137,0.0,0,0
2000-03-16,53,9.935951232910156,10.039811134338379,9.89267635345459,10.013846397399902,16516306,9.537388277053832,9.558842217233597,9.26882318496704,0.1812114834254752,0.01669593059385277,0.0,0,0
2000-03-17,54,10.135017395019531,10.386012077331543,10.057121276855469,10.26484203338623,24520456,9.582394313812255,9.626080294962419,9.27817060470581,0.2387223280086679,0.025064857800445095,0.0,0,0
2000-03-20,55,10.212911605834961,10.37735652923584,10.212911605834961,10.256187438964844,20072443,9.618745374679566,9.686090499153126,9.289075927734375,0.28167867108017863,-0.000843129820530919,0.0,0,0
2000-03-21,56,10.178292274475098,10.273496627807617,9.909985542297363,10.126360893249512,11023983,9.655096387863159,9.72802101287659,9.303962516784669,0.2982953102670256,-0.012658363206399792,0.0,0,0
2000-03-22,57,10.126360893249512,10.256187438964844,9.927295684814453,10.022500991821289,12947772,9.675868368148803,9.756066725157037,9.318502922058105,0.3090453065690685,-0.010256389489086692,0.0,0,0
2000-03-23,58,10.039811134338379,10.143671989440918,9.82343578338623,9.849401473999023,10456218,9.70096788406372,9.764955748856273,9.331139259338379,0.30125185416931766,-0.01727109011648098,0.0,0,0
2000-03-24,59,9.84074592590332,10.065775871276855,9.780160903930664,9.979226112365723,5547595,9.72952938079834,9.785362450142888,9.341525268554687,0.29908465199554435,0.01318096726074347,0.0,0,0
2000-03-27,60,9.8753662109375,9.979226112365723,9.780160903930664,9.884020805358887,6323555,9.755927133560181,9.794758483972982,9.355027084350587,0.2874604450532423,-0.009540349715982721,0.0,0,0
2000-03-28,61,9.84074592590332,10.117706298828125,9.82343578338623,10.057121276855469,7847503,9.787085151672363,9.819745416628457,9.381338310241699,0.2844825279892413,0.0175131634084309,0.0,0,0
2000-03-29,62,9.961915969848633,10.074431419372559,9.8753662109375,9.961915969848633,5076510,9.814348411560058,9.833285469316094,9.405745429992676,0.2730099616949485,-0.009466457089061131,0.0,0,0
